category,region,domain,requirement,documentation_format,status,must_comply_by,citation_source,last_verified
Cushion,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Cushion,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Cushion,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Cushion,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Foam,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Foam,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Foam,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Foam,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Foam,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Foam,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Foam,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Foam,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Holders and Stands,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Holders and Stands,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Holders and Stands,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Holders and Stands,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Holders and Stands,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Holders and Stands,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Holders and Stands,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Holders and Stands,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Mounting Kit,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Mounting Kit,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Mounting Kit,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Mounting Kit,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Mounting Kit,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Mounting Kit,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Mounting Kit,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Mounting Kit,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Pen,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Pen,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Pen,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Pen,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Pen,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Pen,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Pen,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Pen,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
